nb,nc,date,Bob,Bill,Garfield,Calvin,Bart,Thor,Goku,Linus,Mulder,Jonny,Skinner,Oliver,Khan,Elmer,Hannibal,Tom,Barney,Fred,Kyle,Ned,Mario,Bashful,Dopey,Sleepy,Hungry,Hal,Claude,Jacques,Phineas,Ferb,Riker,Homer,Ralph,Charles,Howard,Dexter,Rudy,Edwin,Arthur,Bert,Ernie,Milo,Marvin,Luke,Bender,Victor,Pete,Icarus,Daedalus,Mack,Verne,Marcus,Loki,Herschel,Neil,Isaac,Bruce,Zeke,Jeffrey,Milton,Tony,Jackson,Sam,Hank,Bridget,Butterworth,Stéphane,Julia,Justin,Archimedes,Richards,Kiroshi,Landers,Doucette,Moses,Fred_Deltan,Fred_Carleon,Kal,Denu,Gina,Vinnie,Yoshi,Vickers,Henry,Valter
1,25,2151-09-01,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,26,2157-04-01,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,27,2165-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,28,2163-11-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,29,2157-09-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,30,2165-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Delta Eridani,Delta Eridani,Delta Eridani_Eden,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,31,2158-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Delta Eridani,Delta Eridani,Delta Eridani,Delta Eridani_Eden,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,32,2158-10-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani_Eden,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,#no_location#
1,33,2158-03-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani_Eden,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,34,2158-09-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani_Eden,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,35,2165-07-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,36,2158-09-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,37,2165-08-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,38,2158-11-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,39,2165-10-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Alpha Centauri A,Epsilon Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,Delta Eridani,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,40,2165-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,41,2162-05-01,Delta Eridani,Sol,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,42,2162-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,43,2164-09-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,44,2166-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,45,2165-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,46,2165-08-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,47,2166-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,48,2166-05-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
