nb,nc,date,Bob,Bill,Garfield,Calvin,Bart,Thor,Goku,Linus,Mulder,Jonny,Skinner,Oliver,Khan,Elmer,Hannibal,Tom,Barney,Fred,Kyle,Ned,Mario,Bashful,Dopey,Sleepy,Hungry,Hal,Claude,Jacques,Phineas,Ferb,Riker,Homer,Ralph,Charles,Howard,Dexter,Rudy,Edwin,Arthur,Bert,Ernie,Milo,Marvin,Luke,Bender,Victor,Icarus,Daedalus,Mack,Verne,Marcus,Loki,Herschel,Neil,Pete,Isaac,Bruce,Zeke,Jeffrey,Milton,Tony,Jackson,Sam,Hank,Bridget,Butterworth,Stéphane,Julia,Justin,Archimedes,Richards,Kiroshi,Landers,Doucette,Moses,Fred_Deltan,Fred_Carleon,Kal,Denu,Gina,Vinnie,Yoshi,Vickers,Henry,Valter
1,42,2162-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,43,2164-09-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,44,2166-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri B,#no_location#,#no_location#,Epsilon Indi,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,45,2165-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,46,2165-08-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol_Earth,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,47,2166-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,48,2166-05-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,49,2166-05-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,50,2166-06-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,51,2174-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Epsilon Eridani,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,52,2168-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,53,2166-06-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Delta Eridani,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,54,2170-10-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,55,2166-07-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,56,2167-03-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,57,2169-08-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,58,2171-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,Sol,Sol_Earth,Sol_Earth,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,59,2172-05-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,Sol,Sol_Earth,Sol_Earth,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,60,2185-04-01,Delta Eridani,82 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,Epsilon Eridani,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,Sol_Earth,Sol_Earth,Sol_Earth,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,61,2188-09-01,Omicron2 Eridani,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Omicron2 Eridani,Epsilon Eridani,Sol,Sol,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,Sol_Earth,Omicron2 Eridani,Omicron2 Eridani,Omicron2 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,Omicron2 Eridani_Vulcan,Omicron2 Eridani_Vulcan,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
2,1,2167-02-01,Delta Eridani,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Epsilon Eridani,Sol,Sol,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,Sol_Earth,Omicron2 Eridani,Omicron2 Eridani,Omicron2 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,Omicron2 Eridani_Vulcan,Omicron2 Eridani_Vulcan,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
2,2,2188-09-01,Delta Eridani,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Epsilon Eridani,Sol,Sol,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,Sol_Earth,Omicron2 Eridani,Omicron2 Eridani,Omicron2 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,Omicron2 Eridani_Vulcan,Omicron2 Eridani_Vulcan,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
2,3,2167-03-01,Delta Eridani,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Epsilon Eridani,Sol,Sol,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,Sol_Earth,Omicron2 Eridani,Omicron2 Eridani,Omicron2 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,Omicron2 Eridani_Vulcan,Omicron2 Eridani_Vulcan,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
2,4,2170-10-01,Delta Eridani,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,Eta Cassiopeiae,Eta Cassiopeiae,Eta Cassiopeiae,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Eta Cassiopeiae,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Eta Cassiopeiae,Eta Cassiopeiae,Sol,Sol,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,Sol_Earth,Omicron2 Eridani,Omicron2 Eridani,Eta Cassiopeiae,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,Omicron2 Eridani_Vulcan,Omicron2 Eridani_Vulcan,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Eta Cassiopeiae,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
